Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,V_TAT,C_TAT,Canceled_Rides_by_Customer,Canceled_Rides_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating,"Vehicle Images"
"2024-07-15 13:43:00",13:43:00,CNR3086279264,Success,CID209368,"Prime SUV",Koramangala,Malleshwaram,112,130,NULL,NULL,No,NULL,158,UPI,24,3.9,4.9,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
"2024-07-15 8:05:00",8:05:00,CNR5785794868,Success,CID982838,"Prime Sedan",Majestic,Nagarbhavi,294,65,NULL,NULL,No,NULL,196,UPI,44,4.7,3.3,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
"2024-07-07 14:17:00",14:17:00,CNR3092594393,Success,CID747844,Bike,"Electronic City",Kadugodi,301,50,NULL,NULL,No,NULL,532,UPI,1,4.5,3,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
"2024-07-11 22:45:00",22:45:00,CNR8736294385,Success,CID454270,eBike,"MG Road",Marathahalli,203,115,NULL,NULL,No,NULL,499,UPI,5,3.6,3.4,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
"2024-07-19 9:32:00",9:32:00,CNR3416620657,Success,CID686038,"Prime Sedan","RT Nagar",Banashankari,238,40,NULL,NULL,No,NULL,1946,UPI,44,4.1,3.9,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
"2024-07-12 11:36:00",11:36:00,CNR3514157582,Success,CID792649,"Prime Plus",Yeshwanthpur,"HSR Layout",56,100,NULL,NULL,No,NULL,435,Cash,47,4,4.8,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
"2024-07-07 16:12:00",16:12:00,CNR7038990440,Success,CID472797,"Prime Plus","KR Puram","BTM Layout",252,75,NULL,NULL,No,NULL,100,Cash,21,3,3.3,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
"2024-07-18 22:21:00",22:21:00,CNR7110634082,Success,CID658725,Bike,Basavanagudi,"Rajarajeshwari Nagar",168,50,NULL,NULL,No,NULL,218,UPI,21,4.1,3.2,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
"2024-07-03 15:29:00",15:29:00,CNR8893814860,Success,CID912017,Mini,Peenya,Kammanahalli,98,25,NULL,NULL,No,NULL,351,Cash,48,4,3.6,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
"2024-07-09 8:41:00",8:41:00,CNR2246347681,Success,CID750030,Bike,"Rajarajeshwari Nagar","Langford Town",196,25,NULL,NULL,No,NULL,940,UPI,34,3.6,4.5,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
"2024-07-22 22:22:00",22:22:00,CNR3450602497,Success,CID817999,Auto,"Mysore Road",Devanahalli,49,145,NULL,NULL,No,NULL,2129,"Credit Card",14,4.5,4.9,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
"2024-07-12 16:57:00",16:57:00,CNR4615608754,Success,CID799545,eBike,"Sahakar Nagar",Shivajinagar,280,75,NULL,NULL,No,NULL,382,"Credit Card",36,4.1,3.8,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
"2024-07-28 3:29:00",3:29:00,CNR4002530518,Success,CID919961,"Prime SUV",Kadugodi,"Bannerghatta Road",147,110,NULL,NULL,No,NULL,104,Cash,1,3.3,3.5,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
"2024-07-12 4:36:00",4:36:00,CNR2753338754,Success,CID889387,eBike,Padmanabhanagar,"Bannerghatta Road",238,140,NULL,NULL,No,NULL,239,"Credit Card",48,4.9,3.2,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
"2024-07-18 10:36:00",10:36:00,CNR8719325633,Success,CID208400,Auto,"Sahakar Nagar","Mysore Road",238,45,NULL,NULL,No,NULL,843,UPI,9,4.6,3.9,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
"2024-07-17 9:38:00",9:38:00,CNR1685989752,Success,CID472423,eBike,Yelahanka,Hebbal,168,120,NULL,NULL,No,NULL,168,Cash,9,4.9,3.2,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
"2024-07-05 13:09:00",13:09:00,CNR5480403089,Success,CID380453,"Prime Plus",Yeshwanthpur,"Richmond Town",217,80,NULL,NULL,No,NULL,363,UPI,26,4.3,5,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
"2024-07-24 18:52:00",18:52:00,CNR5137043296,Success,CID343254,Mini,Varthur,Hennur,280,105,NULL,NULL,No,NULL,314,"Debit Card",9,3.1,4.2,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
"2024-07-19 1:21:00",1:21:00,CNR9477095299,Success,CID607468,Mini,Kengeri,"RT Nagar",84,65,NULL,NULL,No,NULL,247,Cash,3,4.4,5,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
"2024-07-02 0:42:00",0:42:00,CNR3965859566,Success,CID107940,eBike,Shivajinagar,"Electronic City",126,55,NULL,NULL,No,NULL,260,Cash,38,4.7,4.7,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
"2024-07-18 18:23:00",18:23:00,CNR7673066991,Success,CID762232,"Prime Sedan",Yeshwanthpur,Ulsoor,238,70,NULL,NULL,No,NULL,407,Cash,27,4.1,4.9,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
"2024-07-23 5:03:00",5:03:00,CNR8516409614,Success,CID290081,"Prime SUV","Frazer Town","Ramamurthy Nagar",77,30,NULL,NULL,No,NULL,2877,Cash,26,4.9,4.5,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
"2024-07-06 14:04:00",14:04:00,CNR8744346612,Success,CID570707,"Prime SUV",Varthur,"Ramamurthy Nagar",147,85,NULL,NULL,No,NULL,955,Cash,3,3.4,3.9,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
"2024-07-26 15:08:00",15:08:00,CNR5284344363,Success,CID862337,"Prime Plus","Frazer Town","Electronic City",147,135,NULL,NULL,No,NULL,428,UPI,34,4.1,3.9,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
"2024-07-24 13:28:00",13:28:00,CNR1362571268,Success,CID227559,Bike,Rajajinagar,"Tumkur Road",140,90,NULL,NULL,No,NULL,657,UPI,26,4.8,3.8,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
"2024-07-18 16:08:00",16:08:00,CNR2686926257,Success,CID617268,Auto,"Bannerghatta Road",Yelahanka,91,130,NULL,NULL,No,NULL,207,Cash,6,4,3.9,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
"2024-07-19 8:23:00",8:23:00,CNR9625639272,Success,CID998960,Auto,"Hosur Road",Kammanahalli,168,125,NULL,NULL,No,NULL,945,Cash,2,3.4,3.4,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
"2024-07-11 4:59:00",4:59:00,CNR9498672052,Success,CID351529,"Prime SUV",Yeshwanthpur,Koramangala,196,35,NULL,NULL,No,NULL,264,"Credit Card",20,3.7,3.3,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
"2024-07-22 13:02:00",13:02:00,CNR2485766659,Success,CID509717,eBike,"Sarjapur Road",Bellandur,245,30,NULL,NULL,No,NULL,115,UPI,22,4,5,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
"2024-07-13 22:00:00",22:00:00,CNR4395882254,Success,CID135529,Auto,"Ramamurthy Nagar",Jayanagar,217,145,NULL,NULL,No,NULL,281,Cash,2,4.8,4.7,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
"2024-07-22 16:38:00",16:38:00,CNR2904644602,Success,CID125869,eBike,Indiranagar,Varthur,231,110,NULL,NULL,No,NULL,422,Cash,26,4.6,4.8,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
"2024-07-21 5:59:00",5:59:00,CNR5382510753,Success,CID604279,"Prime SUV",Chickpet,"Bannerghatta Road",266,130,NULL,NULL,No,NULL,869,UPI,14,4.2,3.4,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
"2024-07-28 9:52:00",9:52:00,CNR9176065097,Success,CID178820,"Prime Plus",Nagarbhavi,"Magadi Road",203,115,NULL,NULL,No,NULL,353,Cash,22,4.6,4,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
"2024-07-07 10:25:00",10:25:00,CNR3762140934,Success,CID110216,Mini,Chickpet,Chamarajpet,84,90,NULL,NULL,No,NULL,238,UPI,8,4.7,4,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
"2024-07-21 21:29:00",21:29:00,CNR5698781178,Success,CID142841,"Prime Plus","JP Nagar",Devanahalli,224,25,NULL,NULL,No,NULL,456,Cash,20,3,4.4,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
"2024-07-28 19:16:00",19:16:00,CNR7455139064,Success,CID199283,"Prime SUV",Yeshwanthpur,Whitefield,98,65,NULL,NULL,No,NULL,331,Cash,2,4.8,4.3,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
"2024-07-27 15:00:00",15:00:00,CNR1524307839,Success,CID126888,Auto,Indiranagar,Malleshwaram,42,85,NULL,NULL,No,NULL,218,Cash,4,4.6,4.2,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
"2024-07-18 8:05:00",8:05:00,CNR2421723113,Success,CID437155,"Prime Sedan",Indiranagar,Chamarajpet,140,50,NULL,NULL,Yes,"Customer Demand",404,Cash,38,4.7,3.8,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
"2024-07-27 19:04:00",19:04:00,CNR5163916188,Success,CID189965,Bike,Shantinagar,Padmanabhanagar,147,120,NULL,NULL,No,NULL,291,Cash,24,3.5,3.5,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
"2024-07-29 20:36:00",20:36:00,CNR6284791372,Success,CID660973,Mini,"Sahakar Nagar",Chamarajpet,35,100,NULL,NULL,No,NULL,1367,Cash,46,3.4,3.5,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
"2024-07-17 3:22:00",3:22:00,CNR7916590115,Success,CID600799,Bike,Majestic,Koramangala,126,95,NULL,NULL,No,NULL,318,Cash,31,4.9,4,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
"2024-07-17 11:12:00",11:12:00,CNR5757332160,Success,CID845362,"Prime Sedan",Shivajinagar,"MG Road",196,80,NULL,NULL,No,NULL,269,UPI,21,4.3,3.4,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
"2024-07-27 5:54:00",5:54:00,CNR3590679564,Success,CID996368,Auto,Devanahalli,Kadugodi,154,135,NULL,NULL,No,NULL,213,Cash,16,4.2,3.8,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
"2024-07-29 20:21:00",20:21:00,CNR9055951164,Success,CID852045,"Prime SUV",Bellandur,"Mysore Road",98,50,NULL,NULL,No,NULL,389,Cash,11,3.2,3.5,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
"2024-07-28 15:08:00",15:08:00,CNR5314914495,Success,CID266013,Bike,Bellandur,Chickpet,238,25,NULL,NULL,No,NULL,369,Cash,21,3.1,3.4,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
"2024-07-10 0:36:00",0:36:00,CNR4001295021,Success,CID292207,Auto,"Tumkur Road",Whitefield,287,110,NULL,NULL,No,NULL,301,UPI,15,3.1,3.2,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
"2024-07-20 4:47:00",4:47:00,CNR5992604716,Success,CID241802,"Prime Plus",Shivajinagar,"BTM Layout",266,125,NULL,NULL,No,NULL,409,Cash,49,3.5,3.7,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
"2024-07-03 7:38:00",7:38:00,CNR7326154593,Success,CID561286,"Prime SUV","Frazer Town",Marathahalli,126,125,NULL,NULL,Yes,"Customer Demand",425,Cash,40,4.6,3.4,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
"2024-07-15 14:18:00",14:18:00,CNR2055030564,Success,CID128491,"Prime Plus","Cox Town",Kadugodi,119,135,NULL,NULL,No,NULL,555,UPI,34,4,4.5,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
"2024-07-25 2:38:00",2:38:00,CNR2169559650,Success,CID534933,Auto,Jayanagar,"Cox Town",210,100,NULL,NULL,Yes,"Customer Demand",760,UPI,18,4.9,4.5,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
"2024-07-26 4:53:00",4:53:00,CNR5850143777,Success,CID952434,Bike,"MG Road","Hosur Road",161,40,NULL,NULL,No,NULL,355,Cash,10,4.1,3.1,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
"2024-07-22 4:25:00",4:25:00,CNR6044469190,Success,CID722812,"Prime Plus","Sarjapur Road",Hebbal,231,45,NULL,NULL,No,NULL,117,"Credit Card",6,3.4,3.8,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
"2024-07-22 21:34:00",21:34:00,CNR8941244774,Success,CID348458,eBike,"Sahakar Nagar","Bannerghatta Road",77,70,NULL,NULL,No,NULL,316,Cash,38,5,4,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
"2024-07-20 15:22:00",15:22:00,CNR5620738445,Success,CID516470,"Prime SUV",Devanahalli,Hebbal,105,130,NULL,NULL,No,NULL,185,Cash,32,4.5,3.1,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
"2024-07-06 16:11:00",16:11:00,CNR4287925213,Success,CID744782,Auto,Basavanagudi,"Sarjapur Road",287,80,NULL,NULL,No,NULL,839,UPI,18,4.3,3.9,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
"2024-07-05 15:13:00",15:13:00,CNR6806487234,Success,CID673121,"Prime SUV",Ulsoor,Chamarajpet,112,55,NULL,NULL,No,NULL,430,UPI,29,4.3,4.9,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
"2024-07-19 15:19:00",15:19:00,CNR7223501449,Success,CID318107,eBike,Padmanabhanagar,Bellandur,35,75,NULL,NULL,No,NULL,457,Cash,44,3.2,4,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
"2024-07-30 4:23:00",4:23:00,CNR4406470427,Success,CID501485,eBike,Banashankari,"KR Puram",168,60,NULL,NULL,No,NULL,647,Cash,28,3.9,4.8,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
"2024-07-13 22:47:00",22:47:00,CNR9038889596,Success,CID757382,"Prime SUV",Chamarajpet,"Bannerghatta Road",133,110,NULL,NULL,No,NULL,327,Cash,36,3.6,3.7,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
"2024-07-03 3:30:00",3:30:00,CNR4352340785,Success,CID382237,Bike,Marathahalli,"HSR Layout",105,80,NULL,NULL,Yes,"Customer Demand",919,Cash,29,4.3,3.7,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
"2024-07-05 1:02:00",1:02:00,CNR1137203739,Success,CID441285,eBike,"BTM Layout",Kammanahalli,42,25,NULL,NULL,No,NULL,426,UPI,8,3.7,4.7,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
"2024-07-05 17:32:00",17:32:00,CNR6996941124,Success,CID814961,"Prime Plus","Sahakar Nagar","Bannerghatta Road",105,50,NULL,NULL,No,NULL,383,UPI,10,4,3.9,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
"2024-07-23 0:27:00",0:27:00,CNR9048025511,Success,CID940913,"Prime SUV",Hulimavu,Padmanabhanagar,280,95,NULL,NULL,No,NULL,661,Cash,14,4.6,3.2,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
"2024-07-27 7:06:00",7:06:00,CNR6292190320,Success,CID946836,Auto,"MG Road",Hebbal,308,80,NULL,NULL,No,NULL,284,UPI,9,3.5,3.5,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
"2024-07-20 23:41:00",23:41:00,CNR4870759138,Success,CID612448,Auto,"BTM Layout","Sarjapur Road",63,100,NULL,NULL,No,NULL,604,Cash,16,4.8,3.6,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
"2024-07-27 8:40:00",8:40:00,CNR9574365096,Success,CID989054,"Prime Sedan",Banashankari,Kadugodi,35,25,NULL,NULL,No,NULL,2333,UPI,23,3,3.9,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
"2024-07-30 9:10:00",9:10:00,CNR9840599048,Success,CID767562,Mini,Yeshwanthpur,"RT Nagar",210,50,NULL,NULL,No,NULL,464,UPI,12,4.4,3.9,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
"2024-07-30 14:18:00",14:18:00,CNR9712296008,Success,CID654062,Bike,Banashankari,Kengeri,259,140,NULL,NULL,No,NULL,251,Cash,18,4.9,3.9,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
"2024-07-18 4:44:00",4:44:00,CNR5168755954,Success,CID941533,Auto,"Cox Town",Kengeri,49,80,NULL,NULL,No,NULL,286,Cash,12,3.7,4.3,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
"2024-07-15 20:29:00",20:29:00,CNR4692807656,Success,CID410078,"Prime Plus","Sahakar Nagar",Yeshwanthpur,63,80,NULL,NULL,No,NULL,165,"Credit Card",24,3.9,3.3,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
"2024-07-28 17:54:00",17:54:00,CNR2122926528,Success,CID365718,"Prime SUV",Banashankari,Basavanagudi,84,75,NULL,NULL,No,NULL,430,Cash,41,3.1,4.4,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
"2024-07-26 17:10:00",17:10:00,CNR5058284180,Success,CID687769,Bike,"HSR Layout",Shantinagar,84,30,NULL,NULL,No,NULL,252,Cash,41,4.3,4.3,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
"2024-07-17 8:17:00",8:17:00,CNR1070278505,Success,CID564698,"Prime Plus","Tumkur Road",Kadugodi,112,60,NULL,NULL,No,NULL,371,Cash,43,4,3.2,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
"2024-07-28 10:56:00",10:56:00,CNR9053616195,Success,CID997945,Auto,"Mysore Road",Koramangala,231,105,NULL,NULL,No,NULL,130,UPI,11,4.3,4.3,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
"2024-07-15 5:42:00",5:42:00,CNR4411647638,Success,CID611553,"Prime Plus","Sarjapur Road","Cox Town",287,55,NULL,NULL,Yes,"Customer Demand",974,UPI,9,3.1,4.3,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
"2024-07-06 4:08:00",4:08:00,CNR4578602448,Success,CID429288,Bike,"Langford Town",Padmanabhanagar,63,140,NULL,NULL,No,NULL,483,Cash,31,4.2,3.4,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
"2024-07-08 12:27:00",12:27:00,CNR3121675473,Success,CID544271,"Prime Sedan","Electronic City",Jayanagar,301,145,NULL,NULL,No,NULL,190,Cash,37,3.9,4.4,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
"2024-07-26 17:47:00",17:47:00,CNR5582073597,Success,CID600934,"Prime Plus","Electronic City","JP Nagar",70,70,NULL,NULL,No,NULL,606,UPI,16,4.5,4.6,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
"2024-07-03 17:00:00",17:00:00,CNR2346546694,Success,CID156951,Auto,"Magadi Road","MG Road",35,55,NULL,NULL,No,NULL,2632,Cash,10,4.1,4.6,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
"2024-07-28 17:39:00",17:39:00,CNR2822225922,Success,CID980249,Auto,Majestic,Hennur,105,130,NULL,NULL,No,NULL,288,Cash,10,3.1,3.6,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
"2024-07-08 18:22:00",18:22:00,CNR3052613043,Success,CID634311,Auto,"HSR Layout","RT Nagar",49,75,NULL,NULL,No,NULL,459,Cash,1,3.5,3.7,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
"2024-07-16 18:21:00",18:21:00,CNR9714132894,Success,CID329193,"Prime Plus",Shivajinagar,"RT Nagar",252,110,NULL,NULL,No,NULL,474,UPI,46,4.7,4.3,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
"2024-07-15 9:31:00",9:31:00,CNR7418923013,Success,CID960240,"Prime Plus",Yeshwanthpur,"Mysore Road",63,120,NULL,NULL,No,NULL,649,UPI,19,3,4.3,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
"2024-07-24 2:26:00",2:26:00,CNR6724977743,Success,CID784290,eBike,Shivajinagar,Hebbal,196,130,NULL,NULL,No,NULL,145,Cash,3,3.5,4.5,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
"2024-07-04 22:08:00",22:08:00,CNR6950899050,Success,CID207085,"Prime Plus",Kadugodi,Malleshwaram,308,75,NULL,NULL,No,NULL,257,Cash,23,4.3,4.5,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
"2024-07-15 3:17:00",3:17:00,CNR3817464810,Success,CID927840,Auto,Ulsoor,"Sarjapur Road",77,45,NULL,NULL,No,NULL,536,UPI,2,5,4.9,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
"2024-07-13 10:30:00",10:30:00,CNR2310105680,Success,CID487899,Mini,"MG Road",Vijayanagar,42,130,NULL,NULL,No,NULL,458,UPI,19,3.1,3.4,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
"2024-07-01 7:03:00",7:03:00,CNR2766114291,Success,CID625934,Mini,Rajajinagar,Varthur,266,110,NULL,NULL,No,NULL,752,Cash,39,3.5,4.7,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
"2024-07-25 3:08:00",3:08:00,CNR9788555964,Success,CID617562,Bike,Indiranagar,Hennur,252,105,NULL,NULL,No,NULL,198,UPI,23,3.6,3.1,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
"2024-07-06 0:13:00",0:13:00,CNR4117182129,Success,CID619473,eBike,Marathahalli,"Sahakar Nagar",63,65,NULL,NULL,No,NULL,692,Cash,4,3.5,3.1,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
"2024-07-26 18:33:00",18:33:00,CNR1482862322,Success,CID994354,"Prime SUV",Devanahalli,"KR Puram",35,80,NULL,NULL,No,NULL,279,UPI,6,4.8,4,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
"2024-07-17 8:41:00",8:41:00,CNR1846263435,Success,CID653782,Bike,"BTM Layout",Rajajinagar,140,60,NULL,NULL,Yes,"Customer Demand",433,Cash,37,4.8,4.5,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
"2024-07-18 23:39:00",23:39:00,CNR6364083080,Success,CID613170,eBike,Koramangala,"Langford Town",238,40,NULL,NULL,No,NULL,1087,Cash,27,4.3,4.6,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
"2024-07-09 20:32:00",20:32:00,CNR4132114126,Success,CID727658,"Prime Plus",Ulsoor,Marathahalli,105,140,NULL,NULL,No,NULL,1058,Cash,23,4.1,4.6,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
"2024-07-20 2:28:00",2:28:00,CNR1164297655,Success,CID332835,eBike,Yelahanka,Hulimavu,147,110,NULL,NULL,No,NULL,874,Cash,2,3.7,3.4,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
"2024-07-08 8:56:00",8:56:00,CNR5513264155,Success,CID601467,"Prime Sedan","Electronic City",Kengeri,70,80,NULL,NULL,Yes,"Vehicle Breakdown",350,UPI,27,5,4.6,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
"2024-07-07 22:15:00",22:15:00,CNR8604114763,Success,CID826289,eBike,Indiranagar,"Cox Town",203,125,NULL,NULL,No,NULL,984,UPI,36,4.5,4.2,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
"2024-07-02 6:55:00",6:55:00,CNR1648618375,Success,CID215906,Auto,Devanahalli,Nagarbhavi,105,40,NULL,NULL,No,NULL,918,UPI,18,4.9,3.3,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
"2024-07-06 14:18:00",14:18:00,CNR3735646691,Success,CID892984,eBike,Majestic,Ulsoor,91,140,NULL,NULL,No,NULL,1393,UPI,31,3.4,4.5,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
"2024-07-26 19:02:00",19:02:00,CNR5695161177,Success,CID515244,Bike,Whitefield,Kadugodi,56,105,NULL,NULL,No,NULL,481,Cash,13,3.7,4.7,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
"2024-07-28 6:05:00",6:05:00,CNR3701237012,Success,CID819006,"Prime Sedan",Padmanabhanagar,Majestic,119,130,NULL,NULL,No,NULL,446,UPI,25,4,3.5,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
"2024-07-17 20:46:00",20:46:00,CNR7868829140,Success,CID233386,Mini,Kammanahalli,Jayanagar,105,105,NULL,NULL,No,NULL,1134,"Credit Card",19,3.4,3.7,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
"2024-07-23 4:25:00",4:25:00,CNR9765471738,Success,CID579696,"Prime Sedan",Shantinagar,"Sarjapur Road",63,90,NULL,NULL,No,NULL,218,UPI,30,4.8,4.5,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
"2024-07-02 23:30:00",23:30:00,CNR7650472214,Success,CID821265,Auto,"BTM Layout","Cox Town",168,40,NULL,NULL,No,NULL,395,UPI,2,4.6,3.6,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
"2024-07-21 19:47:00",19:47:00,CNR4690250276,Success,CID581071,"Prime SUV","MG Road","Bannerghatta Road",210,60,NULL,NULL,No,NULL,299,Cash,39,4,4.4,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
"2024-07-18 13:30:00",13:30:00,CNR2095968467,Success,CID867238,"Prime Plus",Devanahalli,Varthur,105,80,NULL,NULL,No,NULL,111,UPI,3,4,4.3,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
"2024-07-15 19:19:00",19:19:00,CNR8697339796,Success,CID709674,"Prime Sedan",Basavanagudi,"Hosur Road",231,105,NULL,NULL,No,NULL,159,UPI,39,4.5,4,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
"2024-07-22 3:50:00",3:50:00,CNR1206581017,Success,CID574550,Mini,Rajajinagar,Yelahanka,154,140,NULL,NULL,No,NULL,140,Cash,29,4.2,3.6,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
"2024-07-06 10:02:00",10:02:00,CNR4499128231,Success,CID580584,"Prime SUV","Langford Town",Basavanagudi,91,115,NULL,NULL,No,NULL,454,Cash,15,3.3,4.1,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
"2024-07-01 8:42:00",8:42:00,CNR1298715434,Success,CID501412,"Prime SUV","Tumkur Road",Marathahalli,140,40,NULL,NULL,No,NULL,321,UPI,27,4,3.9,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
"2024-07-24 23:38:00",23:38:00,CNR4312763444,Success,CID211216,"Prime Plus",Bellandur,Varthur,112,90,NULL,NULL,No,NULL,193,Cash,45,4.9,3.3,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
"2024-07-18 3:19:00",3:19:00,CNR1340571019,Success,CID160873,eBike,Vijayanagar,Majestic,147,115,NULL,NULL,No,NULL,463,UPI,46,3.7,3.2,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
"2024-07-15 8:16:00",8:16:00,CNR6844091426,Success,CID676815,"Prime SUV",Vijayanagar,Basavanagudi,252,40,NULL,NULL,No,NULL,178,Cash,11,3,4.3,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
"2024-07-23 4:53:00",4:53:00,CNR3741516922,Success,CID892507,"Prime Plus",Hebbal,Varthur,49,75,NULL,NULL,No,NULL,272,Cash,30,4.8,4.4,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
"2024-07-12 20:33:00",20:33:00,CNR6878633136,Success,CID435898,Bike,Whitefield,Kadugodi,56,105,NULL,NULL,No,NULL,227,Cash,10,4.5,3.2,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
